,BusinessTravel,DailyRate,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
400,Travel_Frequently,720,832,1,51,2,2,Laboratory Technician,3,5094,11983,6,Y,No,14,3,80,0,10,6,3,1,0,0,0
401,Travel_Rarely,946,833,3,52,2,2,Manufacturing Director,4,6877,20234,5,Y,Yes,24,4,80,0,12,4,2,0,0,0,0
402,Travel_Rarely,252,834,2,95,2,1,Research Scientist,3,2274,6153,1,Y,No,14,3,80,0,1,3,3,1,0,0,0
403,Travel_Rarely,933,836,2,98,3,2,Manufacturing Director,2,4434,11806,1,Y,No,13,3,80,1,10,3,2,9,8,7,8
404,Travel_Frequently,471,837,1,45,2,2,Healthcare Representative,1,6288,4284,2,Y,No,15,3,80,1,13,3,2,4,3,1,2
405,Travel_Frequently,702,838,3,100,2,1,Research Scientist,4,2553,8306,1,Y,No,16,3,80,0,6,3,3,5,2,1,3
406,Travel_Rarely,589,843,2,94,3,4,Research Director,1,17159,5200,6,Y,No,24,4,80,1,22,3,3,4,1,1,0
407,Travel_Rarely,269,844,3,42,2,3,Research Director,4,12808,8842,1,Y,Yes,16,3,80,1,9,3,3,9,8,0,8
408,Travel_Rarely,950,845,3,59,3,3,Manufacturing Director,3,10221,18869,3,Y,No,21,4,80,0,17,3,4,8,5,1,6
409,Travel_Frequently,887,848,3,88,2,1,Research Scientist,3,2366,20898,1,Y,Yes,14,3,80,1,8,2,3,8,7,1,7
410,Non-Travel,443,850,4,50,3,1,Research Scientist,4,1706,16571,1,Y,No,11,3,80,3,0,6,2,0,0,0,0
411,Travel_Rarely,625,852,4,50,3,2,Healthcare Representative,2,5933,5197,9,Y,No,12,3,80,0,10,2,2,5,2,2,3
412,Travel_Rarely,180,854,1,65,4,1,Research Scientist,1,3424,21632,7,Y,No,13,3,80,0,6,3,2,4,3,0,1
413,Travel_Rarely,1343,856,3,53,2,1,Research Scientist,1,2559,17852,1,Y,No,11,3,80,0,6,3,2,6,5,1,1
414,Travel_Frequently,1012,861,2,75,2,1,Research Scientist,4,3761,2373,9,Y,No,12,3,80,1,10,3,2,5,4,0,3
415,Travel_Rarely,638,865,3,91,4,2,Research Scientist,3,5175,22162,5,Y,No,12,3,80,1,9,3,2,5,3,1,3
416,Travel_Frequently,890,867,3,81,2,4,Manufacturing Director,4,13826,19028,3,Y,No,22,4,80,0,31,3,3,9,8,0,0
417,Travel_Rarely,1230,872,4,33,2,2,Manufacturing Director,4,4775,19146,6,Y,No,22,4,80,2,4,2,1,2,2,2,2
418,Travel_Rarely,986,874,1,62,4,1,Laboratory Technician,4,2818,5044,2,Y,Yes,24,4,80,1,10,2,2,3,2,0,2
419,Travel_Frequently,1271,875,2,35,3,1,Research Scientist,4,2515,9068,5,Y,Yes,14,3,80,0,8,2,3,2,1,2,2
420,Travel_Rarely,607,880,4,66,2,3,Manufacturing Director,3,10685,23457,1,Y,Yes,20,4,80,1,17,2,3,17,14,5,15
421,Travel_Frequently,130,881,4,96,3,1,Research Scientist,2,2022,16612,1,Y,Yes,19,3,80,1,10,3,2,10,2,7,8
422,Non-Travel,300,882,4,61,3,1,Laboratory Technician,4,2314,9148,0,Y,No,12,3,80,1,4,2,3,3,0,0,2
423,Travel_Rarely,1418,887,3,36,3,1,Research Scientist,1,3580,10554,2,Y,No,16,3,80,1,7,2,3,4,2,0,2
424,Non-Travel,1269,888,1,46,2,1,Laboratory Technician,4,3162,10778,0,Y,No,17,3,80,0,6,2,2,5,2,3,4
425,Travel_Rarely,1265,894,3,95,4,2,Laboratory Technician,4,5231,23726,2,Y,Yes,13,3,80,1,17,1,2,5,3,1,3
426,Travel_Rarely,1222,895,4,48,3,1,Research Scientist,4,2356,14871,3,Y,Yes,19,3,80,1,8,2,3,6,4,0,2
427,Travel_Rarely,672,899,4,78,2,3,Manufacturing Director,2,10903,9129,3,Y,No,16,3,80,0,16,2,3,13,10,4,8
428,Travel_Rarely,102,901,4,72,3,4,Research Director,4,14275,20206,6,Y,No,18,3,80,0,33,0,3,12,9,3,8
429,Travel_Frequently,422,902,4,33,3,2,Healthcare Representative,4,5562,21782,4,Y,No,13,3,80,1,12,2,2,5,2,2,2
430,Non-Travel,881,905,1,98,3,4,Manager,1,17924,4544,1,Y,No,11,3,80,1,31,3,3,31,6,14,7
431,Travel_Rarely,374,911,1,87,3,1,Laboratory Technician,4,2795,18016,1,Y,Yes,24,4,80,0,1,2,1,1,0,0,1
432,Travel_Rarely,1086,912,1,62,2,1,Laboratory Technician,4,2532,6054,6,Y,No,14,3,80,3,8,5,3,4,3,0,3
433,Travel_Rarely,661,913,2,61,3,1,Research Scientist,1,2559,7508,1,Y,Yes,13,3,80,0,8,0,3,8,7,7,1
434,Travel_Frequently,781,918,4,57,2,1,Laboratory Technician,4,2380,13384,9,Y,Yes,14,3,80,1,3,3,2,1,0,0,0
435,Travel_Rarely,177,920,1,55,3,2,Manufacturing Director,2,4765,23814,4,Y,No,21,4,80,1,4,2,4,1,0,0,0
436,Travel_Rarely,1427,923,4,65,3,1,Research Scientist,4,2693,8870,1,Y,No,19,3,80,0,1,3,2,1,0,0,0
437,Travel_Rarely,1425,924,3,68,3,2,Healthcare Representative,4,6586,4821,0,Y,Yes,17,3,80,1,17,2,2,16,8,4,11
438,Travel_Rarely,617,926,2,34,3,2,Manufacturing Director,3,4171,10022,0,Y,Yes,19,3,80,1,4,3,4,3,2,0,2
439,Travel_Rarely,1085,927,2,57,1,1,Laboratory Technician,4,2778,17725,4,Y,Yes,13,3,80,1,10,1,2,7,7,1,0
440,Travel_Rarely,995,930,3,77,3,1,Research Scientist,3,2377,9834,5,Y,No,18,3,80,1,6,2,3,2,2,2,2
441,Travel_Rarely,1122,932,4,70,3,1,Laboratory Technician,1,2404,4303,7,Y,Yes,21,4,80,0,8,2,1,2,2,2,2
442,Travel_Rarely,618,933,2,76,3,1,Research Scientist,3,2318,17808,1,Y,No,19,3,80,0,1,2,3,1,1,0,0
443,Travel_Rarely,546,934,2,83,3,1,Laboratory Technician,2,2008,6896,1,Y,No,14,3,80,2,1,3,3,1,0,1,0
444,Travel_Rarely,1198,939,3,100,2,1,Research Scientist,1,2799,3339,3,Y,Yes,11,3,80,0,6,1,3,3,2,0,2
445,Travel_Rarely,1272,940,3,37,2,3,Healthcare Representative,2,10552,9255,2,Y,Yes,13,3,80,1,24,3,3,6,0,0,4
446,Travel_Rarely,1137,942,4,51,3,2,Healthcare Representative,4,4014,19170,1,Y,Yes,25,4,80,1,10,2,1,10,6,0,7
447,Travel_Rarely,527,944,1,51,3,3,Laboratory Technician,2,7403,22477,4,Y,No,11,3,80,1,29,3,2,26,9,1,7
448,Travel_Rarely,1469,945,4,51,3,1,Research Scientist,3,2259,5543,4,Y,No,17,3,80,2,13,2,2,0,0,0,0
449,Travel_Rarely,188,949,2,65,3,1,Research Scientist,4,4678,23293,2,Y,No,18,3,80,0,8,6,3,6,2,0,1
450,Travel_Rarely,1333,950,4,80,3,3,Research Director,1,13582,16292,1,Y,No,13,3,80,1,15,3,3,15,12,5,11
451,Non-Travel,1184,951,3,70,2,1,Laboratory Technician,2,2332,3974,6,Y,No,20,4,80,0,5,3,3,3,0,0,2
452,Travel_Rarely,263,957,4,59,3,1,Laboratory Technician,1,4721,3119,2,Y,Yes,13,3,80,0,20,3,3,18,13,2,17
453,Travel_Rarely,938,958,3,79,3,1,Laboratory Technician,3,2519,12287,4,Y,No,21,4,80,0,16,6,3,11,8,3,9
454,Travel_Rarely,129,960,1,84,3,1,Laboratory Technician,1,2973,13008,1,Y,No,19,3,80,0,1,2,3,1,0,0,0
455,Travel_Rarely,616,961,4,41,3,2,Healthcare Representative,4,5855,17369,0,Y,Yes,11,3,80,2,10,2,1,9,7,8,5
456,Travel_Frequently,1469,964,4,35,3,1,Research Scientist,2,3617,25063,8,Y,Yes,14,3,80,1,3,2,3,1,1,0,0
457,Travel_Rarely,498,966,3,93,3,2,Manufacturing Director,1,6725,13554,1,Y,No,12,3,80,1,8,2,4,8,7,6,3
458,Travel_Rarely,1069,969,2,42,2,2,Healthcare Representative,4,6949,12291,0,Y,No,14,3,80,0,6,3,3,5,0,1,4
459,Non-Travel,805,972,3,57,3,2,Laboratory Technician,2,4447,23163,1,Y,No,12,3,80,0,9,5,2,9,7,0,8
460,Travel_Rarely,1053,976,4,70,3,4,Manager,4,17099,13829,2,Y,No,15,3,80,1,26,2,2,9,8,7,8
461,Travel_Rarely,289,977,4,51,3,1,Research Scientist,3,2479,26227,4,Y,No,24,4,80,0,7,4,3,1,0,0,0
462,Travel_Frequently,1379,987,3,64,4,2,Manufacturing Director,3,5067,6759,1,Y,Yes,19,3,80,0,20,3,4,19,10,2,7
463,Non-Travel,335,991,3,46,2,1,Research Scientist,1,2321,10322,0,Y,Yes,22,4,80,0,4,0,3,3,2,1,2
464,Travel_Rarely,906,994,4,92,2,1,Research Scientist,1,2404,11479,6,Y,Yes,20,4,80,0,3,5,3,0,0,0,0
465,Travel_Rarely,461,995,2,53,3,1,Research Scientist,4,3452,17241,3,Y,No,18,3,80,0,5,4,3,3,2,0,2
466,Travel_Rarely,974,996,4,91,3,1,Laboratory Technician,4,2270,11005,3,Y,No,14,3,80,2,8,2,3,5,3,0,2
467,Travel_Rarely,1126,997,4,66,3,4,Research Director,4,17399,6615,9,Y,No,22,4,80,1,32,1,2,5,4,1,3
468,Travel_Frequently,827,998,3,84,4,2,Healthcare Representative,2,5488,20161,1,Y,Yes,13,3,80,1,6,2,3,6,5,1,2
469,Travel_Frequently,840,999,1,64,3,5,Research Director,3,19419,3735,2,Y,No,17,3,80,1,21,2,4,18,16,0,11
470,Travel_Rarely,1134,1001,3,37,3,1,Laboratory Technician,2,2811,12086,9,Y,No,14,3,80,1,4,2,3,2,2,2,2
471,Non-Travel,248,1002,4,42,3,2,Laboratory Technician,1,3633,14039,1,Y,Yes,15,3,80,1,9,2,3,9,8,0,8
472,Travel_Rarely,138,1004,1,48,3,1,Research Scientist,3,2132,11539,4,Y,Yes,11,3,80,0,7,2,3,5,2,0,1
473,Travel_Rarely,939,1005,4,95,3,4,Manufacturing Director,3,13973,4161,3,Y,Yes,18,3,80,1,22,2,3,12,11,1,5
474,Travel_Frequently,1391,1006,3,66,3,1,Research Scientist,3,2684,12127,0,Y,No,17,3,80,1,3,0,2,2,1,0,2
475,Travel_Rarely,566,1007,4,75,3,3,Manufacturing Director,3,10845,24208,6,Y,No,13,3,80,1,13,3,3,8,7,0,7
476,Travel_Rarely,1206,1009,4,41,2,2,Manufacturing Director,3,4377,24117,1,Y,No,15,3,80,2,5,6,3,4,2,3,2
477,Travel_Rarely,622,1010,3,39,2,1,Laboratory Technician,2,3743,10074,1,Y,Yes,24,4,80,1,5,2,1,4,2,0,2
478,Travel_Frequently,853,1011,3,96,3,2,Manufacturing Director,1,4148,11275,1,Y,No,12,3,80,1,4,1,3,4,3,0,3
479,Non-Travel,287,1012,2,73,3,1,Research Scientist,4,1051,13493,1,Y,No,15,3,80,0,0,2,3,0,0,0,0
480,Travel_Rarely,1441,1013,3,56,3,3,Manufacturing Director,3,10739,13943,8,Y,No,11,3,80,1,22,2,3,10,7,0,8
481,Travel_Rarely,583,1014,3,57,3,3,Healthcare Representative,3,10388,6975,1,Y,Yes,11,3,80,1,16,3,2,16,10,10,1
482,Travel_Rarely,153,1015,2,73,4,3,Research Director,1,11416,17802,0,Y,Yes,12,3,80,3,9,4,2,8,7,1,7
483,Travel_Rarely,1097,1016,4,98,2,1,Research Scientist,1,2600,18275,1,Y,Yes,15,3,80,0,1,2,3,1,0,0,0
484,Travel_Frequently,109,1017,2,60,3,1,Laboratory Technician,2,2422,25725,0,Y,No,17,3,80,0,4,3,3,3,2,1,2
485,Travel_Rarely,1066,1018,4,32,4,2,Manufacturing Director,4,5472,3334,1,Y,No,12,3,80,0,8,2,3,8,7,1,3
486,Travel_Rarely,217,1019,2,94,1,1,Laboratory Technician,1,2451,6881,1,Y,No,15,3,80,1,4,3,2,4,3,1,1
487,Travel_Rarely,277,1022,1,97,2,2,Healthcare Representative,3,4240,13119,2,Y,No,13,3,80,0,19,0,3,2,2,2,2
488,Travel_Rarely,1355,1024,3,78,2,3,Healthcare Representative,3,10999,22245,7,Y,No,14,3,80,0,27,3,3,15,11,4,8
489,Travel_Rarely,549,1025,4,42,3,2,Manufacturing Director,3,5003,23371,6,Y,No,14,3,80,0,8,6,3,2,2,2,1
490,Travel_Rarely,466,1026,4,65,2,4,Manufacturing Director,4,12742,7060,1,Y,No,16,3,80,1,21,3,3,21,6,11,8
491,Travel_Rarely,1055,1027,1,47,3,2,Manufacturing Director,4,4227,4658,0,Y,No,18,3,80,1,4,2,3,3,2,2,2
492,Travel_Rarely,802,1028,2,45,3,1,Laboratory Technician,4,3917,9541,1,Y,No,20,4,80,1,3,4,2,3,2,1,2
493,Travel_Rarely,804,1030,1,64,3,1,Laboratory Technician,4,2380,20165,4,Y,No,18,3,80,0,8,5,3,1,0,0,0
494,Travel_Rarely,715,1032,3,69,2,4,Manufacturing Director,4,13726,21829,3,Y,Yes,13,3,80,0,30,4,3,5,3,4,3
495,Travel_Rarely,1141,1033,1,61,1,2,Healthcare Representative,2,4777,14382,5,Y,No,15,3,80,0,15,2,1,1,0,0,0
496,Travel_Frequently,135,1034,3,62,3,2,Healthcare Representative,2,6385,12992,3,Y,Yes,14,3,80,2,17,3,3,8,7,6,7
497,Non-Travel,247,1035,2,55,1,5,Research Director,3,19973,20284,1,Y,No,22,4,80,2,21,3,3,21,16,5,10
498,Travel_Rarely,885,1042,3,43,4,1,Laboratory Technician,1,2743,8269,1,Y,No,16,3,80,0,18,1,3,17,13,15,14
499,Travel_Frequently,945,1043,4,82,3,3,Manufacturing Director,1,10880,5083,1,Y,Yes,13,3,80,0,21,2,3,21,6,2,8
500,Non-Travel,1109,1046,4,69,3,1,Laboratory Technician,3,4025,11135,9,Y,No,12,3,80,0,10,2,3,8,7,7,7
501,Travel_Rarely,660,1052,1,81,3,2,Laboratory Technician,3,4834,7858,7,Y,No,14,3,80,1,9,3,2,1,0,0,0
502,Travel_Frequently,342,1053,1,57,3,1,Research Scientist,1,2042,15346,6,Y,Yes,14,3,80,1,6,2,3,3,2,1,2
503,Travel_Frequently,1186,1060,3,44,3,1,Research Scientist,3,2821,2997,3,Y,No,16,3,80,1,8,2,3,2,2,2,2
504,Travel_Rarely,1464,1061,2,62,3,5,Research Director,3,19237,12853,2,Y,Yes,11,3,80,1,29,2,2,8,1,7,7
505,Travel_Rarely,124,1062,4,35,3,2,Healthcare Representative,2,4107,13848,3,Y,No,15,3,80,0,8,3,2,4,3,0,1
506,Travel_Frequently,921,1068,1,66,2,1,Research Scientist,3,2007,25265,1,Y,No,13,3,80,2,5,5,3,5,3,1,3
507,Travel_Rarely,430,1069,4,40,3,5,Research Director,4,19627,21445,9,Y,No,17,3,80,2,23,0,3,2,2,2,2
508,Travel_Frequently,1240,1071,1,63,3,1,Research Scientist,3,2942,12154,2,Y,No,19,3,80,1,18,4,3,5,4,0,3
509,Travel_Rarely,796,1073,4,51,2,3,Manufacturing Director,4,8858,15669,0,Y,No,11,3,80,0,15,2,2,14,8,7,8
510,Non-Travel,444,1074,3,40,2,4,Manager,1,16756,17323,7,Y,No,15,3,80,0,31,3,4,9,7,6,2
511,Travel_Rarely,1334,1079,3,36,2,1,Laboratory Technician,1,1416,17258,1,Y,No,13,3,80,0,1,6,2,1,0,1,0
512,Travel_Rarely,1003,1080,4,74,2,2,Research Scientist,1,4615,21029,8,Y,Yes,23,4,80,3,19,2,3,16,13,1,7
513,Travel_Rarely,1323,1081,1,34,3,1,Research Scientist,3,2461,10332,9,Y,Yes,12,3,80,3,18,2,4,10,0,2,7
514,Non-Travel,1366,1082,2,72,2,3,Healthcare Representative,1,8722,12355,1,Y,No,12,3,80,0,10,2,2,10,7,1,9
515,Travel_Rarely,192,1083,1,59,2,1,Laboratory Technician,1,3955,11141,1,Y,No,16,3,80,2,6,2,3,5,3,1,3
516,Travel_Rarely,1176,1084,3,85,3,2,Manufacturing Director,1,9957,9096,0,Y,No,15,3,80,1,7,1,2,6,2,0,2
517,Travel_Rarely,509,1085,2,43,4,1,Research Scientist,3,3376,18863,1,Y,No,13,3,80,0,10,3,3,10,6,0,8
518,Travel_Rarely,330,1088,3,65,2,3,Healthcare Representative,3,8823,24608,0,Y,No,18,3,80,1,20,4,2,19,9,1,9
519,Travel_Rarely,1492,1092,1,61,3,3,Healthcare Representative,4,10322,26542,4,Y,No,20,4,80,1,14,6,3,11,10,11,1
520,Non-Travel,1277,1094,1,87,1,1,Laboratory Technician,3,4621,5869,1,Y,No,19,3,80,3,3,4,3,3,2,1,2
521,Travel_Frequently,1091,1096,4,65,3,3,Manufacturing Director,2,10976,15813,3,Y,No,18,3,80,1,23,4,3,3,2,1,2
522,Travel_Rarely,857,1097,3,59,3,2,Research Scientist,3,3660,7909,3,Y,No,13,3,80,0,10,4,4,8,7,1,7
523,Travel_Rarely,654,1099,4,34,2,3,Healthcare Representative,4,7119,21214,4,Y,No,15,3,80,1,9,2,3,3,2,1,2
524,Travel_Frequently,827,1101,1,54,2,2,Research Scientist,3,4508,3129,1,Y,No,22,4,80,0,14,4,3,13,7,3,8
525,Travel_Rarely,895,1102,1,50,3,1,Laboratory Technician,3,2207,22482,1,Y,No,16,3,80,1,4,5,2,4,2,2,2
526,Travel_Frequently,618,1103,1,45,3,2,Healthcare Representative,4,7756,22266,0,Y,No,17,3,80,0,7,1,2,6,2,0,4
527,Travel_Rarely,1219,1106,4,32,3,1,Laboratory Technician,4,3691,4605,1,Y,Yes,15,3,80,1,7,3,4,7,7,5,6
528,Travel_Rarely,1330,1107,1,37,3,1,Laboratory Technician,3,2377,19373,1,Y,No,20,4,80,1,1,0,2,1,1,0,0
529,Travel_Rarely,1017,1108,1,55,2,1,Research Scientist,2,2313,2993,4,Y,Yes,20,4,80,0,5,0,3,2,2,2,2
530,Travel_Rarely,469,1109,4,35,3,4,Manager,1,17665,14399,0,Y,No,17,3,80,1,23,3,3,22,6,13,7
531,Travel_Frequently,1009,1111,1,45,2,1,Laboratory Technician,2,2596,7160,1,Y,No,15,3,80,2,1,2,3,1,0,0,0
532,Non-Travel,697,1115,3,40,2,1,Research Scientist,4,2979,22478,3,Y,No,17,3,80,3,6,2,3,0,0,0,0
533,Non-Travel,1262,1116,1,35,4,4,Manager,4,16885,16154,2,Y,No,22,4,80,0,27,3,2,5,4,2,1
534,Travel_Rarely,994,1118,2,87,3,3,Healthcare Representative,2,10445,15322,7,Y,No,19,3,80,0,18,4,3,8,6,4,0
535,Travel_Rarely,1107,1120,3,93,3,1,Research Scientist,4,2514,26968,4,Y,No,22,4,80,1,11,1,3,7,5,1,7
536,Travel_Rarely,950,1121,4,93,3,3,Manufacturing Director,2,7655,8039,0,Y,No,17,3,80,3,10,3,2,9,7,1,7
537,Travel_Frequently,1082,1126,3,83,3,3,Manufacturing Director,1,10820,11535,8,Y,No,11,3,80,1,18,1,3,8,7,0,1
538,Travel_Frequently,203,1127,1,84,3,4,Healthcare Representative,4,12169,13547,7,Y,No,11,3,80,3,21,4,3,18,7,11,5
539,Travel_Rarely,1308,1128,3,44,2,5,Research Director,3,19626,17544,1,Y,No,14,3,80,0,21,2,4,20,7,4,9
540,Travel_Rarely,984,1131,4,70,2,1,Research Scientist,2,2070,25326,1,Y,Yes,11,3,80,0,2,6,4,2,2,2,2
541,Non-Travel,439,1132,3,70,3,2,Laboratory Technician,2,6782,8770,9,Y,No,15,3,80,0,9,2,2,5,4,0,3
542,Non-Travel,217,1133,1,78,3,2,Manufacturing Director,4,7779,23238,2,Y,No,20,4,80,0,18,0,3,11,9,0,9
543,Travel_Rarely,1451,1136,1,67,2,1,Research Scientist,2,3201,19911,0,Y,No,17,3,80,0,6,2,1,5,3,0,4
544,Travel_Frequently,1003,1140,4,95,3,2,Manufacturing Director,3,4033,15834,2,Y,No,11,3,80,0,5,3,2,3,2,0,2
545,Travel_Frequently,490,1143,4,61,3,1,Research Scientist,2,3291,17940,0,Y,No,14,3,80,2,8,2,2,7,5,1,1
546,Travel_Rarely,188,1148,2,56,1,2,Laboratory Technician,4,4272,9558,4,Y,No,19,3,80,0,16,3,3,1,0,0,0
547,Travel_Rarely,718,1150,2,79,2,2,Manufacturing Director,4,5056,17689,1,Y,Yes,15,3,80,1,10,2,2,10,7,1,2
548,Travel_Frequently,773,1154,3,39,2,1,Research Scientist,3,2703,22088,1,Y,Yes,14,3,80,1,3,2,3,3,1,0,2
549,Non-Travel,247,1156,3,80,3,1,Laboratory Technician,3,1904,13556,1,Y,No,12,3,80,0,0,0,3,0,0,0,0
550,Travel_Rarely,167,1158,2,46,3,1,Laboratory Technician,4,4766,9051,3,Y,Yes,11,3,80,1,6,4,3,1,0,0,0
551,Travel_Frequently,874,1160,3,72,3,1,Laboratory Technician,3,2610,6233,1,Y,No,12,3,80,1,2,5,2,2,2,2,2
552,Travel_Rarely,367,1161,3,52,2,2,Healthcare Representative,4,5731,17171,7,Y,No,13,3,80,2,9,2,3,6,2,1,3
553,Travel_Rarely,199,1162,4,55,2,1,Research Scientist,3,2539,7950,1,Y,No,13,3,80,1,4,0,3,4,2,2,2
554,Travel_Frequently,593,1166,2,88,3,3,Research Director,3,13499,13782,9,Y,No,17,3,80,0,20,3,2,18,7,2,13
555,Travel_Rarely,982,1172,4,58,2,1,Laboratory Technician,3,2258,16340,6,Y,No,12,3,80,1,10,2,3,8,0,1,7
556,Travel_Rarely,477,1173,4,49,3,1,Laboratory Technician,2,3597,6409,8,Y,No,22,4,80,0,6,2,3,4,3,1,2
557,Travel_Rarely,1485,1175,3,79,3,1,Laboratory Technician,4,2515,22955,1,Y,Yes,11,3,80,0,1,4,2,1,1,0,0
558,Travel_Rarely,1384,1177,1,82,4,1,Laboratory Technician,4,4420,13421,1,Y,No,22,4,80,1,8,2,3,8,7,0,7
559,Travel_Frequently,902,1180,3,92,2,2,Research Scientist,4,4422,21203,3,Y,Yes,13,3,80,1,16,3,1,1,1,0,0
560,Travel_Rarely,819,1182,3,44,2,3,Manufacturing Director,2,10274,19588,2,Y,No,18,3,80,1,15,2,4,7,7,6,4
561,Travel_Frequently,669,1184,4,97,2,2,Healthcare Representative,1,5343,25755,0,Y,No,20,4,80,0,14,3,3,13,9,4,9
562,Travel_Frequently,636,1185,4,47,2,1,Laboratory Technician,4,2376,26537,1,Y,No,13,3,80,1,2,2,4,2,2,2,2
563,Travel_Rarely,718,1191,4,92,3,5,Manager,1,19943,18575,4,Y,No,13,3,80,1,28,2,3,5,2,4,2
564,Travel_Rarely,1401,1192,2,54,3,1,Laboratory Technician,4,3131,26342,1,Y,No,13,3,80,1,10,5,3,10,8,0,8
565,Travel_Rarely,645,1193,3,54,3,1,Research Scientist,1,2552,7172,1,Y,No,25,4,80,0,1,4,3,1,1,0,0
566,Travel_Rarely,1457,1195,1,83,3,1,Research Scientist,3,4477,20100,4,Y,Yes,19,3,80,1,7,2,2,3,2,0,2
567,Travel_Rarely,977,1196,4,56,2,2,Manufacturing Director,4,6474,9961,1,Y,No,13,3,80,1,14,2,2,14,8,3,11
568,Travel_Rarely,805,1198,1,87,2,1,Laboratory Technician,3,3033,12828,1,Y,No,12,3,80,0,2,2,2,2,2,1,2
569,Travel_Rarely,1097,1200,3,96,3,1,Research Scientist,3,2936,10826,1,Y,Yes,11,3,80,0,6,4,3,6,4,0,2
570,Travel_Rarely,1223,1201,4,50,3,5,Manager,3,18606,18640,3,Y,No,18,3,80,1,26,6,3,7,7,4,7
571,Travel_Rarely,942,1202,2,69,1,1,Research Scientist,4,2168,26933,0,Y,Yes,18,3,80,1,6,2,2,5,4,1,3
572,Travel_Frequently,1256,1203,3,48,2,1,Research Scientist,4,2853,4223,0,Y,Yes,11,3,80,1,1,5,3,0,0,0,0
573,Non-Travel,111,1206,4,74,1,1,Research Scientist,3,2290,4279,2,Y,No,13,3,80,0,6,3,3,0,0,0,0
574,Non-Travel,906,1210,1,95,2,1,Research Scientist,1,2107,20293,6,Y,No,17,3,80,1,5,2,1,1,0,0,0
575,Travel_Frequently,1421,1215,4,30,3,4,Manager,1,17856,9490,2,Y,No,22,4,80,1,32,3,3,2,2,2,2
576,Travel_Rarely,1179,1216,4,78,2,1,Laboratory Technician,1,3196,12449,1,Y,No,12,3,80,3,6,2,3,6,5,3,3
577,Travel_Rarely,1450,1217,4,52,3,5,Research Director,2,19081,10849,5,Y,No,11,3,80,1,25,2,3,4,2,0,3
578,Travel_Rarely,984,1219,4,97,3,1,Laboratory Technician,2,2210,3372,1,Y,No,13,3,80,1,1,3,1,1,0,0,0
579,Travel_Rarely,917,1221,3,60,1,1,Laboratory Technician,3,2741,6865,1,Y,No,14,3,80,1,7,4,3,7,7,1,7
580,Travel_Rarely,853,1224,3,49,3,2,Laboratory Technician,3,3491,11309,1,Y,No,13,3,80,3,10,4,2,10,7,8,9
581,Travel_Rarely,200,1225,4,32,3,2,Research Scientist,4,4541,7744,1,Y,No,25,4,80,0,20,3,3,20,11,13,17
582,Travel_Rarely,150,1228,4,60,3,2,Manufacturing Director,4,7379,17433,2,Y,No,11,3,80,1,12,3,2,6,3,1,4
583,Travel_Frequently,116,1234,3,77,2,1,Laboratory Technician,2,2743,7331,1,Y,No,20,4,80,1,2,2,3,2,2,2,2
584,Travel_Frequently,1316,1235,4,38,3,2,Research Scientist,3,4998,2338,4,Y,Yes,14,3,80,0,10,2,3,8,7,0,7
585,Travel_Rarely,363,1237,3,77,1,3,Manufacturing Director,1,10252,4235,2,Y,Yes,21,4,80,1,17,2,3,7,7,7,7
586,Travel_Rarely,117,1238,1,60,3,1,Research Scientist,4,2781,6311,0,Y,No,13,3,80,1,15,5,3,14,10,4,10
587,Travel_Rarely,1465,1241,4,63,3,1,Research Scientist,2,3579,9369,0,Y,Yes,21,4,80,1,12,2,3,11,9,5,7
588,Travel_Frequently,458,1242,1,60,3,3,Research Director,1,13191,23281,3,Y,Yes,17,3,80,0,20,6,3,1,0,0,0
589,Travel_Rarely,1103,1244,1,42,3,1,Research Scientist,1,2235,14377,1,Y,Yes,14,3,80,2,9,3,2,9,7,6,8
590,Travel_Frequently,966,1245,4,53,3,3,Manufacturing Director,3,10502,9659,7,Y,No,17,3,80,1,33,2,1,5,4,1,4
591,Travel_Rarely,1117,1246,1,72,4,1,Research Scientist,4,2011,19982,1,Y,No,13,3,80,1,10,5,3,10,5,7,7
592,Non-Travel,504,1248,1,96,2,1,Research Scientist,2,1859,6148,1,Y,Yes,25,4,80,0,1,2,4,1,1,0,0
593,Travel_Rarely,1010,1249,1,97,3,1,Research Scientist,4,3760,5598,1,Y,No,15,3,80,3,3,5,3,3,2,1,2
594,Travel_Rarely,685,1250,4,85,3,4,Research Director,4,17779,23474,3,Y,No,14,3,80,0,36,2,3,10,9,0,9
595,Travel_Rarely,1332,1251,3,80,3,2,Healthcare Representative,1,6833,17089,1,Y,Yes,12,3,80,0,6,2,2,6,5,0,1
596,Travel_Rarely,1062,1252,3,96,2,2,Healthcare Representative,1,6812,17198,1,Y,No,19,3,80,0,10,2,3,10,9,1,8
597,Travel_Rarely,920,1255,3,96,1,5,Research Director,4,19740,18625,3,Y,No,14,3,80,1,25,2,3,8,7,0,7
598,Travel_Rarely,1098,1256,1,85,2,5,Manager,3,18711,12124,2,Y,No,13,3,80,1,23,2,4,1,0,0,0
