,BusinessTravel,DailyRate,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
403,Travel_Rarely,1480,1882,3,64,3,3,Sales Executive,4,9713,24444,2,Y,Yes,13,3,80,3,9,3,3,5,3,1,0
404,Travel_Rarely,511,1898,1,89,4,2,Sales Executive,3,6500,26997,0,Y,No,14,3,80,0,9,5,2,8,7,0,7
405,Travel_Rarely,335,1908,3,33,2,2,Sales Executive,2,5507,16822,2,Y,No,16,3,80,2,12,1,1,4,2,1,3
406,Travel_Rarely,337,1909,3,54,3,2,Sales Executive,2,4393,26841,5,Y,No,21,4,80,1,14,3,3,5,4,1,4
407,Travel_Rarely,1079,1912,3,86,3,2,Sales Executive,4,6583,20115,2,Y,Yes,11,3,80,1,8,2,3,5,2,1,4
408,Travel_Rarely,735,1915,4,75,2,2,Sales Executive,4,8103,16495,3,Y,Yes,12,3,80,0,9,3,2,4,2,0,1
409,Travel_Rarely,217,1924,2,43,3,2,Sales Executive,3,5487,10410,1,Y,No,14,3,80,0,10,2,2,10,4,0,9
410,Travel_Frequently,783,1927,3,42,2,2,Sales Executive,4,6834,19255,1,Y,Yes,12,3,80,1,7,2,3,7,7,0,7
411,Travel_Frequently,746,1928,3,45,4,1,Sales Representative,1,1091,10642,1,Y,No,17,3,80,0,1,3,3,1,0,0,0
412,Non-Travel,1251,1929,1,32,1,2,Sales Executive,3,5736,3987,6,Y,No,19,3,80,1,10,1,3,3,2,1,2
413,Travel_Rarely,1475,1933,4,84,3,2,Sales Executive,3,9854,23352,3,Y,Yes,11,3,80,0,6,0,3,2,0,2,2
414,Travel_Rarely,1443,1935,4,89,2,2,Sales Executive,1,5380,20328,4,Y,No,16,3,80,1,6,3,3,0,0,0,0
415,Travel_Rarely,605,1938,4,72,3,4,Manager,4,17875,11761,4,Y,Yes,13,3,80,1,29,2,2,1,0,0,0
416,Travel_Rarely,419,1943,2,77,3,2,Sales Executive,4,5087,2900,3,Y,Yes,12,3,80,2,14,4,3,0,0,0,0
417,Travel_Rarely,682,1945,2,71,3,2,Sales Executive,1,5561,15975,0,Y,No,16,3,80,1,6,2,1,5,3,0,4
418,Travel_Rarely,937,1950,1,32,3,3,Sales Executive,4,9888,6770,1,Y,No,21,4,80,0,14,3,2,14,8,2,1
419,Travel_Rarely,1239,1951,4,39,3,3,Sales Executive,3,8628,22914,1,Y,No,18,3,80,1,9,2,2,8,7,1,1
420,Travel_Rarely,1404,1961,1,59,2,1,Sales Representative,1,2858,11473,4,Y,No,14,3,80,0,20,3,2,1,0,0,0
421,Travel_Rarely,1224,1962,3,55,3,2,Sales Executive,4,5204,13586,1,Y,Yes,11,3,80,0,10,2,3,10,8,0,9
422,Travel_Rarely,954,1965,4,44,3,2,Sales Executive,4,4105,5099,1,Y,No,14,3,80,0,7,5,3,7,7,0,7
423,Travel_Frequently,754,1967,1,63,3,2,Sales Executive,4,5617,21075,1,Y,Yes,11,3,80,0,10,4,3,10,7,0,8
424,Travel_Rarely,1168,1968,1,66,3,3,Sales Executive,1,10448,5843,6,Y,Yes,13,3,80,0,15,2,2,2,2,2,2
425,Travel_Rarely,119,1975,2,77,3,4,Sales Executive,1,13341,25098,0,Y,No,12,3,80,0,21,3,3,20,8,11,10
426,Travel_Rarely,444,1986,2,92,3,2,Sales Executive,2,5677,4258,3,Y,No,14,3,80,1,15,4,3,11,8,5,10
427,Travel_Rarely,1321,1995,4,86,3,2,Sales Executive,2,4440,7636,0,Y,No,15,3,80,2,16,3,3,15,13,5,8
428,Travel_Rarely,1154,1996,1,54,3,1,Sales Representative,3,3067,6393,0,Y,No,19,3,80,1,3,1,3,2,2,1,2
429,Travel_Rarely,234,2013,2,68,2,1,Sales Representative,2,2269,18024,0,Y,No,14,3,80,1,3,2,3,2,2,2,2
430,Travel_Rarely,801,2016,3,48,3,3,Sales Executive,4,10422,24032,1,Y,No,19,3,80,2,14,3,3,14,10,5,7
431,Travel_Rarely,1382,2018,1,85,3,2,Sales Executive,3,4907,13684,0,Y,Yes,22,4,80,1,6,3,2,5,3,0,4
432,Non-Travel,585,2019,1,40,3,1,Sales Representative,4,3482,19788,2,Y,No,15,3,80,2,16,3,2,9,8,0,0
433,Travel_Rarely,501,2021,3,58,3,1,Sales Representative,1,2380,25479,1,Y,Yes,11,3,80,0,2,6,3,2,2,1,2
434,Travel_Frequently,638,2023,4,33,3,1,Sales Representative,1,1790,26956,1,Y,No,19,3,80,1,1,3,2,1,0,1,0
435,Travel_Rarely,557,2024,1,94,2,3,Sales Executive,4,7644,12695,0,Y,No,19,3,80,2,10,2,3,9,7,3,4
436,Travel_Rarely,704,2035,4,95,2,2,Sales Executive,3,6712,8978,1,Y,No,21,4,80,2,8,2,3,8,7,1,7
437,Non-Travel,301,2036,4,88,1,2,Sales Executive,4,5406,10436,1,Y,No,24,4,80,1,15,4,2,15,12,11,11
438,Travel_Rarely,930,2037,3,57,2,2,Sales Executive,2,8938,12227,2,Y,No,11,3,80,1,14,5,3,5,4,0,4
439,Travel_Rarely,345,2041,1,100,3,2,Sales Executive,4,5343,5982,1,Y,No,11,3,80,1,10,1,3,10,7,1,9
440,Travel_Frequently,878,2044,2,94,3,2,Sales Executive,3,6728,14255,7,Y,No,12,3,80,2,12,3,3,6,3,0,1
441,Travel_Rarely,1120,2045,2,100,2,2,Sales Executive,4,6652,14369,4,Y,No,13,3,80,1,8,2,2,6,3,0,0
442,Travel_Rarely,374,2046,4,50,3,2,Sales Executive,3,4850,23333,8,Y,No,15,3,80,0,8,3,3,5,3,0,1
443,Travel_Rarely,410,2055,4,39,2,3,Sales Executive,1,10854,16586,4,Y,Yes,13,3,80,1,20,3,3,3,2,2,0
444,Travel_Rarely,722,2056,2,60,2,4,Sales Executive,4,12031,8828,0,Y,No,11,3,80,1,21,2,2,20,9,9,6
445,Travel_Rarely,1167,2060,4,30,2,1,Sales Representative,3,2966,21378,0,Y,No,18,3,80,0,5,2,3,4,2,0,0
446,Travel_Frequently,1023,2065,4,63,2,2,Sales Executive,2,5390,13243,2,Y,No,14,3,80,0,17,3,2,9,6,0,8
